cluster_id	representative	plddt_mean	length	n_members	mmseqs_rep	selected_by	members
CLS011007	Q9FZ37	85.44	557	1	Q9FZ37	plddt_then_length	Q9FZ37
CLS011008	Q9FZ99	63.95	880	1	Q9FZ99	plddt_then_length	Q9FZ99
CLS011009	Q9FZD1	79.98	630	1	Q9FZD1	plddt_then_length	Q9FZD1
CLS011010	Q9FZD9	69.28	695	1	Q9FZD9	plddt_then_length	Q9FZD9
CLS011011	Q9G2W8	89.29	601	1	Q9G2W8	plddt_then_length	Q9G2W8
CLS011012	Q61418	85.31	747	4	Q9GKE7	plddt_then_length	Q5RDJ7;Q61418;Q9GKE7;Q9R279
CLS011013	Q1HE26	73.51	553	2	Q9GKQ9	plddt_then_length	Q1HE26;Q9GKQ9
CLS011014	Q9GKS6	79.74	653	1	Q9GKS6	plddt_then_length	Q9GKS6
CLS011015	Q9GKS9	62.71	606	1	Q9GKS9	plddt_then_length	Q9GKS9
CLS011016	Q8CGB3	73.71	1411	2	Q9GL21	plddt_then_length	Q8CGB3;Q9GL21
CLS011017	Q9GL30	92.39	545	2	Q9GL30	plddt_then_length	Q8VCI0;Q9GL30
CLS011018	Q8HY87	84.26	826	3	Q9GL72	plddt_then_length	Q8HY87;Q9GL72;Q9GL73
CLS011019	Q9GLE5	89.48	661	1	Q9GLE5	plddt_then_length	Q9GLE5
CLS011020	Q9GLG4	47.93	668	1	Q9GLG4	plddt_then_length	Q9GLG4
CLS011021	Q9HBL0	52.16	1735	2	Q9GLM4	plddt_then_length	Q9GLM4;Q9HBL0
CLS011022	Q9GLN7	91.28	1304	2	Q9GLN7	plddt_then_length	Q50JE5;Q9GLN7
CLS011023	Q9GLV6	83.04	940	1	Q9GLV6	plddt_then_length	Q9GLV6
CLS011024	Q9GM44	83.26	958	1	Q9GM44	plddt_then_length	Q9GM44
CLS011025	Q9GMS5	59.25	794	2	Q9GMS5	plddt_then_length	Q8R1W8;Q9GMS5
CLS011026	Q9NYB5	78.22	712	3	Q9GMU6	plddt_then_length	Q9ERB5;Q9GMU6;Q9NYB5
CLS011027	Q9GN62	63.95	617	1	Q9GN62	plddt_then_length	Q9GN62
CLS011028	Q9GP81	77.13	568	2	Q9GP81	plddt_then_length	Q9GP71;Q9GP81
CLS011029	Q9GPJ1	57.02	1503	1	Q9GPJ1	plddt_then_length	Q9GPJ1
CLS011030	Q9GQN5	61.15	1311	1	Q9GQN5	plddt_then_length	Q9GQN5
CLS011031	Q9GRW7	66.28	697	2	Q9GRW7	plddt_then_length	Q9GRW7;Q9GRX4
CLS011032	Q9GRX6	85.65	532	1	Q9GRX6	plddt_then_length	Q9GRX6
CLS011033	Q9GRZ3	51.80	1641	1	Q9GRZ3	plddt_then_length	Q9GRZ3
CLS011034	Q61A92	88.21	567	2	Q9GSX9	plddt_then_length	Q61A92;Q9GSX9
CLS011035	Q9GT24	67.75	706	1	Q9GT24	plddt_then_length	Q9GT24
CLS011036	Q9GT49	92.16	647	1	Q9GT49	plddt_then_length	Q9GT49
CLS011037	Q9GTD4	68.86	579	1	Q9GTD4	plddt_then_length	Q9GTD4
CLS011038	Q9GTN7	57.24	1752	1	Q9GTN7	plddt_then_length	Q9GTN7
CLS011039	Q9GUI6	78.16	1061	1	Q9GUI6	plddt_then_length	Q9GUI6
CLS011040	Q9GV36	86.88	850	1	Q9GV36	plddt_then_length	Q9GV36
CLS011041	Q9GYF0	84.93	756	1	Q9GYF0	plddt_then_length	Q9GYF0
CLS011042	Q9GYQ4	80.27	1152	1	Q9GYQ4	plddt_then_length	Q9GYQ4
CLS011043	Q9GYU8	82.93	702	1	Q9GYU8	plddt_then_length	Q9GYU8
CLS011044	Q9GYZ0	71.78	1463	1	Q9GYZ0	plddt_then_length	Q9GYZ0
CLS011045	Q9GZC8	76.62	776	1	Q9GZC8	plddt_then_length	Q9GZC8
CLS011046	Q91YQ5	90.56	608	2	Q9GZH4	plddt_then_length	Q91YQ5;Q9GZH4
CLS011047	Q9GZR7	64.60	859	1	Q9GZR7	plddt_then_length	Q9GZR7
CLS011048	Q8UWF0	85.52	584	2	Q9GZV3	plddt_then_length	Q8UWF0;Q9GZV3
CLS011049	Q9H091	71.85	742	1	Q9H091	plddt_then_length	Q9H091
CLS011050	Q9H0C3	74.85	514	1	Q9H0C3	plddt_then_length	Q9H0C3
CLS011051	Q9H0D2	43.88	1346	1	Q9H0D2	plddt_then_length	Q9H0D2
CLS011052	Q5F3U0	44.55	1057	3	Q9H0E3	plddt_then_length	Q5F3U0;Q8BIH0;Q9H0E3
CLS011053	Q9H0E9	52.65	1235	1	Q9H0E9	plddt_then_length	Q9H0E9
CLS011054	Q8CFH6	57.82	931	2	Q9H0K1	plddt_then_length	Q8CFH6;Q9H0K1
CLS011055	Q9H0M4	55.18	648	1	Q9H0M4	plddt_then_length	Q9H0M4
CLS011056	Q5D1D6	91.00	590	4	Q9H0R5	plddt_then_length	Q5D1D6;Q63663;Q96PP8;Q9H0R5
CLS011057	Q9H0X4	80.82	552	1	Q9H0X4	plddt_then_length	Q9H0X4
CLS011058	Q9H172	83.64	646	2	Q9H172	plddt_then_length	Q64343;Q9H172
CLS011059	Q9H195	49.17	1237	1	Q9H195	plddt_then_length	Q9H195
CLS011060	Q9H1C4	79.63	597	2	Q9H1C4	plddt_then_length	Q8VCW4;Q9H1C4
CLS011061	Q9H1K0	67.57	784	1	Q9H1K0	plddt_then_length	Q9H1K0
CLS011062	Q9H221	80.36	673	2	Q9H221	plddt_then_length	Q9DBM0;Q9H221
CLS011063	Q9H239	79.76	520	1	Q9H239	plddt_then_length	Q9H239
CLS011064	Q9H254	71.85	2564	1	Q9H254	plddt_then_length	Q9H254
CLS011065	Q54YP4	78.55	952	3	Q9H270	plddt_then_length	Q54YP4;Q91W86;Q9H270
CLS011066	Q9H2C0	91.41	597	1	Q9H2C0	plddt_then_length	Q9H2C0
CLS011067	Q9H2D6	39.82	2365	1	Q9H2D6	plddt_then_length	Q9H2D6
CLS011068	Q3UES3	83.10	1166	3	Q9H2K2	plddt_then_length	Q3UES3;Q6PFX9;Q9H2K2
CLS011069	Q9Z103	56.19	1108	2	Q9H2P0	plddt_then_length	Q9H2P0;Q9Z103
CLS011070	Q9H2S1	76.57	579	1	Q9H2S1	plddt_then_length	Q9H2S1
CLS011071	Q99NF8	86.26	1088	2	Q9H2T7	plddt_then_length	Q99NF8;Q9H2T7
CLS011072	Q9H2U1	82.44	1008	1	Q9H2U1	plddt_then_length	Q9H2U1
CLS011073	Q91713	74.13	941	3	Q9H2X0	plddt_then_length	Q91713;Q9H2X0;Q9Z0E2
CLS011074	Q9H2Y9	70.18	848	1	Q9H2Y9	plddt_then_length	Q9H2Y9
CLS011075	Q9H307	57.43	717	1	Q9H307	plddt_then_length	Q9H307
CLS011076	Q9H330	68.82	879	1	Q9H330	plddt_then_length	Q9H330
CLS011077	Q8C5U9	55.94	658	2	Q9H347	plddt_then_length	Q8C5U9;Q9H347
CLS011078	Q8BG30	68.82	530	2	Q9H3P2	plddt_then_length	Q8BG30;Q9H3P2
CLS011079	Q9H3S7	69.47	1636	1	Q9H3S7	plddt_then_length	Q9H3S7
CLS011080	Q9H3T2	71.61	930	1	Q9H3T2	plddt_then_length	Q9H3T2
CLS011081	Q9H3T3	73.75	888	2	Q9H3T3	plddt_then_length	Q9H2E6;Q9H3T3
CLS011082	Q8VCT3	94.66	650	2	Q9H4A4	plddt_then_length	Q8VCT3;Q9H4A4
CLS011083	Q9H4D0	79.07	955	3	Q9H4D0	plddt_then_length	Q8R553;Q9BQT9;Q9H4D0
CLS011084	Q5F4B2	82.53	586	3	Q9H4E7	plddt_then_length	Q5F4B2;Q7SYB5;Q9H4E7
CLS011085	Q9H4H8	63.46	585	1	Q9H4H8	plddt_then_length	Q9H4H8
CLS011086	Q9H4M7	57.02	779	1	Q9H4M7	plddt_then_length	Q9H4M7
CLS011087	Q9H4Z3	80.29	704	1	Q9H4Z3	plddt_then_length	Q9H4Z3
CLS011088	Q9H511	90.03	634	1	Q9H511	plddt_then_length	Q9H511
CLS011089	Q9H582	46.63	1327	1	Q9H582	plddt_then_length	Q9H582
CLS011090	Q9H5L6	71.76	903	1	Q9H5L6	plddt_then_length	Q9H5L6
CLS011091	Q9H5N1	77.97	569	1	Q9H5N1	plddt_then_length	Q9H5N1
CLS011092	Q9H611	77.53	641	1	Q9H611	plddt_then_length	Q9H611
CLS011093	Q9H694	60.03	974	2	Q9H694	plddt_then_length	Q99MQ1;Q9H694
CLS011094	Q9H6A9	60.12	2034	2	Q9H6A9	plddt_then_length	Q9H6A9;Q9QYC1
CLS011095	Q9H6K5	42.38	1346	1	Q9H6K5	plddt_then_length	Q9H6K5
CLS011096	Q9H6N6	75.95	1097	1	Q9H6N6	plddt_then_length	Q9H6N6
CLS011097	Q9H6R3	86.79	686	1	Q9H6R3	plddt_then_length	Q9H6R3
CLS011098	Q9H6R4	88.55	1146	1	Q9H6R4	plddt_then_length	Q9H6R4
CLS011099	Q9H6R7	68.01	721	1	Q9H6R7	plddt_then_length	Q9H6R7
CLS011100	Q9H6S0	76.96	1430	1	Q9H6S0	plddt_then_length	Q9H6S0
CLS011101	Q9H706	58.85	876	1	Q9H706	plddt_then_length	Q9H706
CLS011102	Q91YL7	91.27	699	2	Q9H720	plddt_then_length	Q91YL7;Q9H720
CLS011103	Q9H7F0	77.18	1226	2	Q9H7F0	plddt_then_length	Q95JN5;Q9H7F0
CLS011104	Q8C7B8	84.17	1101	2	Q9H7M6	plddt_then_length	Q8C7B8;Q9H7M6
CLS011105	Q8N8Z8	69.69	693	4	Q9H7R0	plddt_then_length	Q8IYI8;Q8N2I2;Q8N8Z8;Q9H7R0
CLS011106	Q9H7T0	85.15	1116	1	Q9H7T0	plddt_then_length	Q9H7T0
CLS011107	Q9H7Z3	72.35	1164	1	Q9H7Z3	plddt_then_length	Q9H7Z3
CLS011108	Q9H857	85.95	520	2	Q9H857	plddt_then_length	Q75K12;Q9H857
CLS011109	Q9H869	53.71	796	1	Q9H869	plddt_then_length	Q9H869
CLS011110	Q9H8H2	66.70	851	2	Q9H8H2	plddt_then_length	Q86B47;Q9H8H2
CLS011111	Q9H8M2	62.85	597	1	Q9H8M2	plddt_then_length	Q9H8M2
CLS011112	Q9H8W5	80.05	580	2	Q9H8W5	plddt_then_length	Q5BIM1;Q9H8W5
CLS011113	E1BP92	71.46	658	5	Q9H8Y1	plddt_then_length	D2GZW6;E1BP92;E1CHH8;Q3SYK4;Q9H8Y1
CLS011114	Q9H930	67.42	580	1	Q9H930	plddt_then_length	Q9H930
CLS011115	Q5RFE9	85.45	602	4	Q9H9A6	plddt_then_length	Q4R3P6;Q5RFE9;Q9CRC8;Q9H9A6
CLS011116	Q9H9D4	55.09	720	1	Q9H9D4	plddt_then_length	Q9H9D4
CLS011117	Q9H9K5	44.50	563	1	Q9H9K5	plddt_then_length	Q9H9K5
CLS011118	Q9H9Y6	92.37	1135	1	Q9H9Y6	plddt_then_length	Q9H9Y6
CLS011119	Q9HAU0	54.74	1116	1	Q9HAU0	plddt_then_length	Q9HAU0
CLS011120	Q9HAV4	87.78	1204	1	Q9HAV4	plddt_then_length	Q9HAV4
CLS011121	Q9HAW4	51.33	1339	2	Q9HAW4	plddt_then_length	Q80YR7;Q9HAW4
CLS011122	Q9HAW9	91.34	530	3	Q9HAW9	plddt_then_length	Q64435;Q64633;Q9HAW9
CLS011123	Q9HAY6	90.64	547	2	Q9HAY6	plddt_then_length	Q9HAY6;Q9JJS6
CLS011124	Q9HAZ2	50.30	1276	1	Q9HAZ2	plddt_then_length	Q9HAZ2
CLS011125	Q9HB58	58.22	689	1	Q9HB58	plddt_then_length	Q9HB58
CLS011126	Q9JI33	84.22	628	3	Q9HB63	plddt_then_length	Q5RB89;Q9HB63;Q9JI33
CLS011127	Q9HBE1	51.53	687	1	Q9HBE1	plddt_then_length	Q9HBE1
CLS011128	Q9HBF4	75.09	777	1	Q9HBF4	plddt_then_length	Q9HBF4
CLS011129	Q9HBG7	66.26	655	1	Q9HBG7	plddt_then_length	Q9HBG7
CLS011130	Q6PCF9	57.01	1045	3	Q9HBR0	plddt_then_length	Q5I012;Q6PCF9;Q9HBR0
CLS011131	Q9HBX8	77.59	967	2	Q9HBX8	plddt_then_length	Q3UVD5;Q9HBX8
CLS011132	Q9HBZ2	58.47	717	3	Q9HBZ2	plddt_then_length	Q9BE97;Q9DG12;Q9HBZ2
CLS011133	Q9HC56	67.81	1237	1	Q9HC56	plddt_then_length	Q9HC56
CLS011134	Q9HC78	47.49	741	1	Q9HC78	plddt_then_length	Q9HC78
CLS011135	Q9HCB6	77.00	807	1	Q9HCB6	plddt_then_length	Q9HCB6
CLS011136	A5WUT8	74.70	2532	3	Q9HCE0	plddt_then_length	A5WUT8;Q80TA9;Q9HCE0
CLS011137	Q9HCE9	62.30	1232	1	Q9HCE9	plddt_then_length	Q9HCE9
CLS011138	Q96FN4	90.95	548	10	Q9HCH3	plddt_then_length	Q2KHY1;Q5BJS7;Q86YQ8;Q8IYJ1;Q8JZW4;Q96FN4;Q9DC53;Q9HCH3;Q9XUB9;Q9Z140
CLS011139	Q9HCH5	57.35	934	2	Q9HCH5	plddt_then_length	Q99N50;Q9HCH5
CLS011140	Q9HCI6	73.94	787	1	Q9HCI6	plddt_then_length	Q9HCI6
CLS011141	Q9HCJ0	40.55	1690	2	Q9HCJ0	plddt_then_length	Q3UHC0;Q9HCJ0
CLS011142	Q9HCJ3	61.27	691	1	Q9HCJ3	plddt_then_length	Q9HCJ3
CLS011143	Q9HCK8	53.87	2581	1	Q9HCK8	plddt_then_length	Q9HCK8
CLS011144	Q9HCL2	80.44	828	3	Q9HCL2	plddt_then_length	Q5GJ77;Q61586;Q9HCL2
CLS011145	Q9HCL3	70.60	533	1	Q9HCL3	plddt_then_length	Q9HCL3
CLS011146	Q9HCM1	38.31	1747	1	Q9HCM1	plddt_then_length	Q9HCM1
CLS011147	Q9HCS5	66.31	686	1	Q9HCS5	plddt_then_length	Q9HCS5
CLS011148	Q9DCD2	74.10	855	2	Q9HCS7	plddt_then_length	Q9DCD2;Q9HCS7
CLS011149	Q9HCU0	63.56	757	1	Q9HCU0	plddt_then_length	Q9HCU0
CLS011150	Q9HD67	76.43	2058	1	Q9HD67	plddt_then_length	Q9HD67
CLS011151	Q9HDG2	90.38	736	1	Q9HDG2	plddt_then_length	Q9HDG2
CLS011152	Q9HDS6	74.01	897	1	Q9HDS6	plddt_then_length	Q9HDS6
CLS011153	Q9HDU3	93.81	713	1	Q9HDU3	plddt_then_length	Q9HDU3
CLS011154	Q9HDX7	56.97	529	1	Q9HDX7	plddt_then_length	Q9HDX7
CLS011155	Q9HDY1	66.08	731	1	Q9HDY1	plddt_then_length	Q9HDY1
CLS011156	Q9HDY4	72.03	1183	1	Q9HDY4	plddt_then_length	Q9HDY4
CLS011157	Q9HDY9	41.44	1082	1	Q9HDY9	plddt_then_length	Q9HDY9
CLS011158	Q9HDZ2	87.51	971	1	Q9HDZ2	plddt_then_length	Q9HDZ2
CLS011159	Q9HE06	88.53	647	1	Q9HE06	plddt_then_length	Q9HE06
CLS011160	Q9HE07	58.77	534	1	Q9HE07	plddt_then_length	Q9HE07
CLS011161	Q9HE16	80.01	529	1	Q9HE16	plddt_then_length	Q9HE16
CLS011162	Q9HE88	71.79	1111	1	Q9HE88	plddt_then_length	Q9HE88
CLS011163	Q9HEC9	47.47	2084	1	Q9HEC9	plddt_then_length	Q9HEC9
CLS011164	Q9HEH1	72.94	1093	2	Q9HEH1	plddt_then_length	Q92900;Q9HEH1
CLS011165	Q4PB37	82.61	781	2	Q9HF03	plddt_then_length	Q4PB37;Q9HF03
CLS011166	Q9HF61	58.51	1478	1	Q9HF61	plddt_then_length	Q9HF61
CLS011167	Q9HF75	65.00	2071	1	Q9HF75	plddt_then_length	Q9HF75
CLS011168	Q9HF78	89.90	690	1	Q9HF78	plddt_then_length	Q9HF78
CLS011169	Q96UW0	54.68	662	5	Q9HFB3	plddt_then_length	Q00202;Q00203;Q4WY67;Q96UW0;Q9HFB3
CLS011170	Q9HFF5	86.12	1205	1	Q9HFF5	plddt_then_length	Q9HFF5
CLS011171	Q9HFW2	65.91	793	1	Q9HFW2	plddt_then_length	Q9HFW2
CLS011172	Q9HFW3	68.89	626	1	Q9HFW3	plddt_then_length	Q9HFW3
CLS011173	Q9C1E9	70.45	1388	2	Q9HG03	plddt_then_length	Q9C1E9;Q9HG03
CLS011174	Q9HGE0	85.68	1115	1	Q9HGE0	plddt_then_length	Q9HGE0
CLS011175	Q9HGI7	71.05	712	2	Q9HGI8	plddt_then_length	Q9HGI7;Q9HGI8
CLS011176	Q9HGL2	58.14	1116	1	Q9HGL2	plddt_then_length	Q9HGL2
CLS011177	Q9HGM6	81.83	517	1	Q9HGM6	plddt_then_length	Q9HGM6
CLS011178	Q9HGM7	81.78	585	1	Q9HGM7	plddt_then_length	Q9HGM7
CLS011179	Q9HGM8	82.76	695	1	Q9HGM8	plddt_then_length	Q9HGM8
CLS011180	Q9HGP1	74.34	605	1	Q9HGP1	plddt_then_length	Q9HGP1
CLS011181	Q9HGP4	63.65	727	1	Q9HGP4	plddt_then_length	Q9HGP4
CLS011182	Q9HH21	89.58	535	1	Q9HH21	plddt_then_length	Q9HH21
CLS011183	Q9HH84	81.83	1699	1	Q9HH84	plddt_then_length	Q9HH84
CLS011184	Q9HHC4	93.30	559	1	Q9HHC4	plddt_then_length	Q9HHC4
CLS011185	Q9HI67	95.76	536	1	Q9HI67	plddt_then_length	Q9HI67
CLS011186	Q9HJA4	94.38	759	1	Q9HJA4	plddt_then_length	Q9HJA4
CLS011187	Q979Q0	94.94	548	2	Q9HJM5	plddt_then_length	Q979Q0;Q9HJM5
CLS011188	Q9HJT4	93.37	1026	1	Q9HJT4	plddt_then_length	Q9HJT4
CLS011189	Q9HJX7	92.24	674	2	Q9HJX7	plddt_then_length	Q97AI2;Q9HJX7
CLS011190	Q9HL99	94.44	660	2	Q9HL99	plddt_then_length	Q978W0;Q9HL99
CLS011191	Q9HLA5	92.64	529	2	Q9HLA5	plddt_then_length	Q6L243;Q9HLA5
CLS011192	Q9HM29	93.41	791	1	Q9HM29	plddt_then_length	Q9HM29
CLS011193	Q9HM61	84.91	637	1	Q9HM61	plddt_then_length	Q9HM61
CLS011194	Q9HMR7	89.61	508	1	Q9HMR7	plddt_then_length	Q9HMR7
CLS011195	Q9HN24	90.98	929	1	Q9HN24	plddt_then_length	Q9HN24
CLS011196	Q182K8	93.78	806	5	Q9HN72	plddt_then_length	Q182K8;Q39T99;Q3A4P8;Q3ZWQ1;Q9HN72
CLS011197	Q9HN83	91.56	513	1	Q9HN83	plddt_then_length	Q9HN83
CLS011198	Q9HNL6	91.26	532	2	Q9HNL6	plddt_then_length	Q18KI0;Q9HNL6
CLS011199	Q9HNN7	93.44	548	1	Q9HNN7	plddt_then_length	Q9HNN7
CLS011200	Q3IRE7	93.84	642	3	Q9HP27	plddt_then_length	Q3IRE7;Q5UX65;Q9HP27
CLS011201	Q9HPU8	83.22	674	1	Q9HPU8	plddt_then_length	Q9HPU8
CLS011202	Q9HQN3	96.23	584	2	Q9HQN3	plddt_then_length	Q5V3T2;Q9HQN3
CLS011203	Q9HR74	89.18	837	1	Q9HR74	plddt_then_length	Q9HR74
CLS011204	Q9HRW3	85.48	883	1	Q9HRW3	plddt_then_length	Q9HRW3
CLS011205	Q9HS44	90.64	815	1	Q9HS44	plddt_then_length	Q9HS44
CLS011206	Q9HSC3	83.04	702	1	Q9HSC3	plddt_then_length	Q9HSC3
CLS011207	Q9HSL6	88.19	863	2	Q9HSL6	plddt_then_length	Q5UYI1;Q9HSL6
CLS011208	Q9HSM2	86.46	871	2	Q9HSM2	plddt_then_length	Q5UZG9;Q9HSM2
CLS011209	Q9HSM6	73.03	659	1	Q9HSM6	plddt_then_length	Q9HSM6
CLS011210	Q9HT80	92.51	913	1	Q9HT80	plddt_then_length	Q9HT80
CLS011211	Q9HT84	70.77	671	1	Q9HT84	plddt_then_length	Q9HT84
CLS011212	Q9HU15	96.90	634	1	Q9HU15	plddt_then_length	Q9HU15
CLS011213	Q9HU93	86.13	790	1	Q9HU93	plddt_then_length	Q9HU93
CLS011214	Q9F495	88.78	850	10	Q9HUA6	plddt_then_length	Q1I3R6;Q3KJD8;Q4KJM5;Q6D6A7;Q88D04;Q8FIS3;Q8XVC2;Q8ZQ26;Q9F495;Q9HUA6
CLS011215	Q9HUF4	92.87	982	6	Q9HUF4	plddt_then_length	Q2SN48;Q6LUZ6;Q88QZ4;Q8DEH6;Q9HUF4;Q9KPD4
CLS011216	Q9HUI8	93.85	559	1	Q9HUI8	plddt_then_length	Q9HUI8
CLS011217	Q9HUK7	84.43	607	1	Q9HUK7	plddt_then_length	Q9HUK7
CLS011218	Q88DF3	86.42	766	3	Q9HUN6	plddt_then_length	Q87VK8;Q88DF3;Q9HUN6
CLS011219	Q9HUX3	92.59	708	1	Q9HUX3	plddt_then_length	Q9HUX3
CLS011220	Q9HVT2	85.03	1516	2	Q9HVT2	plddt_then_length	Q8XV02;Q9HVT2
CLS011221	Q9HWR3	87.45	728	1	Q9HWR3	plddt_then_length	Q9HWR3
CLS011222	Q9HYB8	88.69	774	1	Q9HYB8	plddt_then_length	Q9HYB8
CLS011223	Q9HYL3	83.79	715	1	Q9HYL3	plddt_then_length	Q9HYL3
CLS011224	Q8EJ93	88.31	968	6	Q9HYT6	plddt_then_length	Q3KGV8;Q4ZPQ0;Q87XS2;Q88NR0;Q8EJ93;Q9HYT6
CLS011225	Q9HZA6	65.72	919	1	Q9HZA6	plddt_then_length	Q9HZA6
CLS011226	Q9HZG0	89.78	725	2	Q9HZG0	plddt_then_length	Q1QXV9;Q9HZG0
CLS011227	Q9HZQ8	90.90	536	1	Q9HZQ8	plddt_then_length	Q9HZQ8
CLS011228	Q9I0F4	80.96	1317	1	Q9I0F4	plddt_then_length	Q9I0F4
CLS011229	Q9I0I6	90.44	561	1	Q9I0I6	plddt_then_length	Q9I0I6
CLS011230	Q9I0J0	95.42	509	1	Q9I0J0	plddt_then_length	Q9I0J0
CLS011231	Q9I194	93.24	762	1	Q9I194	plddt_then_length	Q9I194
CLS011232	Q9I1K1	91.64	565	1	Q9I1K1	plddt_then_length	Q9I1K1
CLS011233	Q9I1W8	96.56	709	3	Q9I1W8	plddt_then_length	Q877A8;Q9C169;Q9I1W8
CLS011234	Q9I2N0	91.70	559	1	Q9I2N0	plddt_then_length	Q9I2N0
CLS011235	Q9I2S3	85.02	562	1	Q9I2S3	plddt_then_length	Q9I2S3
CLS011236	Q9I2S7	93.72	751	1	Q9I2S7	plddt_then_length	Q9I2S7
CLS011237	Q9I2U8	94.44	556	2	Q9I2U8	plddt_then_length	Q88IU5;Q9I2U8
CLS011238	Q9I3H5	90.83	527	1	Q9I3H5	plddt_then_length	Q9I3H5
CLS011239	Q9I3K1	88.82	842	2	Q9I3K1	plddt_then_length	Q9I3K1;Q9I6M7
CLS011240	Q9I3N2	92.69	657	1	Q9I3N2	plddt_then_length	Q9I3N2
CLS011241	Q9I596	94.20	670	1	Q9I596	plddt_then_length	Q9I596
CLS011242	Q4K4X8	86.49	945	3	Q9I5U2	plddt_then_length	Q3K5T5;Q4K4X8;Q9I5U2
CLS011243	Q9I5W0	80.61	664	1	Q9I5W0	plddt_then_length	Q9I5W0
CLS011244	Q9I6Z2	94.61	521	1	Q9I6Z2	plddt_then_length	Q9I6Z2
CLS011245	Q9I741	93.10	643	3	Q9I741	plddt_then_length	Q9I0F3;Q9I737;Q9I741
CLS011246	Q9I783	91.69	553	1	Q9I783	plddt_then_length	Q9I783
CLS011247	Q9I7D3	50.39	961	1	Q9I7D3	plddt_then_length	Q9I7D3
CLS011248	Q9I7I0	66.63	575	1	Q9I7I0	plddt_then_length	Q9I7I0
CLS011249	Q9I8A9	56.52	805	1	Q9I8A9	plddt_then_length	Q9I8A9
CLS011250	Q62148	96.06	518	2	Q9I8W8	plddt_then_length	Q62148;Q9I8W8
CLS011251	Q9I9A7	69.23	617	1	Q9I9A7	plddt_then_length	Q9I9A7
CLS011252	Q9I9B9	82.10	646	1	Q9I9B9	plddt_then_length	Q9I9B9
CLS011253	Q9I9K0	53.37	1061	1	Q9I9K0	plddt_then_length	Q9I9K0
CLS011254	Q9I9R3	81.63	562	1	Q9I9R3	plddt_then_length	Q9I9R3
CLS011255	Q9XSB5	69.56	527	6	Q9IAK1	plddt_then_length	Q92731;Q9IAK1;Q9TU15;Q9W669;Q9W6M2;Q9XSB5
CLS011256	Q9IAM7	75.50	700	1	Q9IAM7	plddt_then_length	Q9IAM7
CLS011257	Q62520	49.59	530	2	Q9IB89	plddt_then_length	Q62520;Q9IB89
CLS011258	Q9JHE3	92.33	756	1	Q9JHE3	plddt_then_length	Q9JHE3
CLS011259	Q9JHG7	87.83	1102	1	Q9JHG7	plddt_then_length	Q9JHG7
CLS011260	Q9JHI0	79.34	527	1	Q9JHI0	plddt_then_length	Q9JHI0
CLS011261	Q9JHL3	87.66	775	1	Q9JHL3	plddt_then_length	Q9JHL3
CLS011262	Q9JHS2	65.38	662	1	Q9JHS2	plddt_then_length	Q9JHS2
CLS011263	Q9JHS6	79.47	539	2	Q9JHS6	plddt_then_length	Q7TNS7;Q9JHS6
CLS011264	Q9JHU9	92.01	557	3	Q9JHU9	plddt_then_length	Q4R6E3;Q7ZXY0;Q9JHU9
CLS011265	Q9JHW1	83.06	1378	2	Q9JHW1	plddt_then_length	Q90240;Q9JHW1
CLS011266	Q9JHW4	81.06	583	1	Q9JHW4	plddt_then_length	Q9JHW4
CLS011267	Q9JHX3	64.62	529	2	Q9JHX3	plddt_then_length	Q9HBE5;Q9JHX3
CLS011268	Q9JI39	80.96	715	2	Q9JI39	plddt_then_length	Q9JI39;Q9NRK6
CLS011269	Q9JI57	62.81	1104	1	Q9JI57	plddt_then_length	Q9JI57
CLS011270	Q9JI69	67.81	850	1	Q9JI69	plddt_then_length	Q9JI69
CLS011271	Q9JIA7	79.93	617	2	Q9JIA7	plddt_then_length	Q9JIA7;Q9NRA0
CLS011272	Q9JIB6	76.18	1403	3	Q9JIB3	plddt_then_length	Q9JIB3;Q9JIB6;Q9R016
CLS011273	Q9JIG4	49.21	799	1	Q9JIG4	plddt_then_length	Q9JIG4
CLS011274	Q9JIL5	53.62	1547	1	Q9JIL5	plddt_then_length	Q9JIL5
CLS011275	Q9JIP7	86.94	709	1	Q9JIP7	plddt_then_length	Q9JIP7
CLS011276	Q7TNF8	57.12	1846	2	Q9JIR0	plddt_then_length	Q7TNF8;Q9JIR0
CLS011277	Q62440	68.80	770	3	Q9JIT3	plddt_then_length	Q62440;Q62441;Q9JIT3
CLS011278	Q9JJ22	92.28	930	1	Q9JJ22	plddt_then_length	Q9JJ22
CLS011279	Q9JJ31	88.98	780	2	Q9JJ31	plddt_then_length	Q9D5V5;Q9JJ31
CLS011280	Q9JJA7	69.26	518	2	Q9JJA7	plddt_then_length	Q5ZJP9;Q9JJA7
CLS011281	Q9JJF6	67.44	558	1	Q9JJF6	plddt_then_length	Q9JJF6
CLS011282	Q9JJG0	52.99	1149	1	Q9JJG0	plddt_then_length	Q9JJG0
CLS011283	Q9JJG9	73.84	693	2	Q9JJG9	plddt_then_length	Q32LB9;Q9JJG9
CLS011284	Q9JJH5	80.36	557	1	Q9JJH5	plddt_then_length	Q9JJH5
CLS011285	Q9JJL3	79.90	689	2	Q9JJL3	plddt_then_length	Q9JJL3;Q9NPD5
CLS011286	Q9JJL8	91.15	518	1	Q9JJL8	plddt_then_length	Q9JJL8
CLS011287	Q9Y253	76.82	713	2	Q9JJN0	plddt_then_length	Q9JJN0;Q9Y253
