uniprot	cluster_id	representative
Q99JT1	CLS010298	Q99JT1
Q99K46	CLS010299	Q99K46
Q99KE8	CLS010300	Q9NTW7
Q9NTW7	CLS010300	Q9NTW7
Q99KF0	CLS010301	Q99KF0
Q99KG3	CLS010302	Q99KG3
Q71H61	CLS010303	Q99KG5
Q99KG5	CLS010303	Q99KG5
Q99KK7	CLS010304	Q99KK7
Q99KN9	CLS010305	Q99KN9
Q8TB96	CLS010306	Q99KW9
Q99KW9	CLS010306	Q99KW9
Q99KY4	CLS010307	Q99KY4
Q99L88	CLS010308	Q99L88
Q99LC9	CLS010309	Q99LC9
Q99LE6	CLS010310	Q99LE6
Q99LI5	CLS010311	Q99LI5
Q5RDW9	CLS010312	Q5RDW9
Q99LI7	CLS010312	Q5RDW9
Q4R6J2	CLS010313	Q5RE21
Q5RE21	CLS010313	Q5RE21
Q99M31	CLS010313	Q5RE21
Q54N72	CLS010314	Q99ME9
Q99ME9	CLS010314	Q99ME9
Q99P77	CLS010314	Q99ME9
Q9U6A9	CLS010314	Q99ME9
Q99MH9	CLS010315	Q99MH9
Q811U3	CLS010316	Q99MI1
Q8K3M6	CLS010316	Q99MI1
Q99MI1	CLS010316	Q99MI1
Q99ML2	CLS010317	Q99ML2
Q99MM4	CLS010318	Q99MM4
Q99MR1	CLS010319	Q99MR1
Q99MR3	CLS010320	Q99MR3
Q8N3D4	CLS010321	Q8N3D4
Q99MS7	CLS010321	Q8N3D4
Q99MT2	CLS010322	Q99MT2
Q99MU3	CLS010323	Q99MU3
Q99MV1	CLS010324	Q99MV1
Q9BXT4	CLS010324	Q99MV1
Q99MV7	CLS010325	Q99MV7
Q99MX0	CLS010326	Q99MX0
Q99MZ3	CLS010327	Q99MZ3
Q99MZ4	CLS010328	Q99MZ4
Q4R503	CLS010329	Q5R9A9
Q5R9A9	CLS010329	Q5R9A9
Q99N27	CLS010329	Q5R9A9
Q99N32	CLS010330	Q99N32
Q99N80	CLS010331	Q99N80
Q99NB1	CLS010332	Q99NB1
Q9NUB1	CLS010332	Q99NB1
Q8WYK0	CLS010333	Q8WYK0
Q99NB7	CLS010333	Q8WYK0
Q9DBK0	CLS010333	Q8WYK0
Q99NB8	CLS010334	Q99NB8
B8PYG1	CLS010335	Q9EPI6
Q6X4W1	CLS010335	Q9EPI6
Q99NF2	CLS010335	Q9EPI6
Q9EPI6	CLS010335	Q9EPI6
Q99NG0	CLS010336	Q99NG0
Q99NH7	CLS010337	Q99NH7
Q99P21	CLS010338	Q99P21
Q99P81	CLS010339	Q99P81
Q99P88	CLS010340	Q99P88
Q99P99	CLS010341	Q99P99
Q99PE7	CLS010342	Q9H222
Q99PE8	CLS010342	Q9H222
Q9H222	CLS010342	Q9H222
Q3U0V1	CLS010343	Q99PF5
Q99PF5	CLS010343	Q99PF5
Q92539	CLS010344	Q99PI5
Q99PI5	CLS010344	Q99PI5
Q99PJ1	CLS010345	Q99PJ1
Q5VUA4	CLS010346	Q5VUA4
Q99PP2	CLS010346	Q5VUA4
Q5R760	CLS010347	Q99PP9
Q99PP9	CLS010347	Q99PP9
Q5RB35	CLS010348	Q99PV3
Q99PV3	CLS010348	Q99PV3
Q99PW8	CLS010349	Q99PW8
Q2YXP2	CLS010350	Q2YXP2
Q5HGF7	CLS010350	Q2YXP2
Q5HPR7	CLS010350	Q2YXP2
Q5WFU8	CLS010350	Q2YXP2
Q636L9	CLS010350	Q2YXP2
Q65JH5	CLS010350	Q2YXP2
Q6HF08	CLS010350	Q2YXP2
Q732R5	CLS010350	Q2YXP2
Q81WM8	CLS010350	Q2YXP2
Q8EQT7	CLS010350	Q2YXP2
Q8NWY9	CLS010350	Q2YXP2
Q99UJ8	CLS010350	Q2YXP2
Q9KA83	CLS010350	Q2YXP2
Q2YX35	CLS010351	Q8K5W8
Q45493	CLS010351	Q8K5W8
Q4L5A3	CLS010351	Q8K5W8
Q6GAC5	CLS010351	Q8K5W8
Q6GHZ6	CLS010351	Q8K5W8
Q7A171	CLS010351	Q8K5W8
Q8K5W8	CLS010351	Q8K5W8
Q99V09	CLS010351	Q8K5W8
Q8NXJ1	CLS010352	Q932C5
Q932C5	CLS010352	Q932C5
Q99VJ4	CLS010352	Q932C5
Q2G1E0	CLS010353	Q6GK92
Q5HKE1	CLS010353	Q6GK92
Q6GCQ2	CLS010353	Q6GK92
Q6GK92	CLS010353	Q6GK92
Q7A7X8	CLS010353	Q6GK92
Q99WZ9	CLS010353	Q6GK92
Q3JYM6	CLS010354	Q88UZ8
Q5M1Y6	CLS010354	Q88UZ8
Q5M6H7	CLS010354	Q88UZ8
Q88UZ8	CLS010354	Q88UZ8
Q8E2R5	CLS010354	Q88UZ8
Q99XN7	CLS010354	Q88UZ8
Q5LY40	CLS010355	Q8E3J5
Q8E3J5	CLS010355	Q8E3J5
Q99Y73	CLS010355	Q8E3J5
Q1J5E4	CLS010356	Q99YI7
Q1JAF2	CLS010356	Q99YI7
Q48RX6	CLS010356	Q99YI7
Q7UTP4	CLS010356	Q99YI7
Q99YI7	CLS010356	Q99YI7
Q99ZW2	CLS010357	Q99ZW2
Q8P1M4	CLS010358	Q9A0L0
Q9A0L0	CLS010358	Q9A0L0
Q8P1N2	CLS010359	Q8P1N2
Q9A0L9	CLS010359	Q8P1N2
Q5XD52	CLS010360	Q9A0U7
Q9A0U7	CLS010360	Q9A0U7
Q4UJY1	CLS010361	Q4UJY1
Q68VS6	CLS010361	Q4UJY1
Q92G50	CLS010361	Q4UJY1
Q9A262	CLS010361	Q4UJY1
Q9A347	CLS010362	Q9A347
Q9A4F3	CLS010363	Q9A4F3
Q9A6R5	CLS010364	Q9A6R5
Q9A700	CLS010365	Q9A700
Q1RJN4	CLS010366	Q2YNA7
Q215P7	CLS010366	Q2YNA7
Q2RSM3	CLS010366	Q2YNA7
Q2YNA7	CLS010366	Q2YNA7
Q3B3A1	CLS010366	Q2YNA7
Q4FMP8	CLS010366	Q2YNA7
Q4UKE2	CLS010366	Q2YNA7
Q5FQ60	CLS010366	Q2YNA7
Q5LUX6	CLS010366	Q2YNA7
Q5NPM1	CLS010366	Q2YNA7
Q6FZI4	CLS010366	Q2YNA7
Q6G330	CLS010366	Q2YNA7
Q8UG87	CLS010366	Q2YNA7
Q92J82	CLS010366	Q2YNA7
Q9A734	CLS010366	Q2YNA7
Q3J0T3	CLS010367	Q9A884
Q5LTL1	CLS010367	Q9A884
Q9A884	CLS010367	Q9A884
Q8YGH4	CLS010368	Q9A8J0
Q9A8J0	CLS010368	Q9A8J0
Q9A9Z2	CLS010369	Q9A9Z2
Q5FRI6	CLS010370	Q5LNR7
Q5LNR7	CLS010370	Q5LNR7
Q9AAA5	CLS010370	Q5LNR7
Q9ABX9	CLS010371	Q9ABX9
Q68X04	CLS010372	Q9ABY6
Q8YCM8	CLS010372	Q9ABY6
Q98BC8	CLS010372	Q9ABY6
Q9ABY6	CLS010372	Q9ABY6
Q9ZDF8	CLS010372	Q9ABY6
Q9ACU1	CLS010373	Q9ACU1
Q9AEM9	CLS010374	Q9AEM9
Q9AET8	CLS010375	Q9AET8
Q9AET9	CLS010376	Q9AET9
Q46444	CLS010377	Q46444
Q9AF95	CLS010377	Q46444
Q46337	CLS010378	Q9AGP1
Q9AGP1	CLS010378	Q9AGP1
Q9AGP8	CLS010379	Q9AGP8
Q9AGW3	CLS010380	Q9AGW3
Q9AIX9	CLS010381	Q9AJ81
Q9AJ37	CLS010381	Q9AJ81
Q9AJ80	CLS010381	Q9AJ81
Q9AJ81	CLS010381	Q9AJ81
Q9AJ82	CLS010381	Q9AJ81
Q9ZD49	CLS010381	Q9AJ81
Q4UMI6	CLS010382	Q92H62
Q92H62	CLS010382	Q92H62
Q9AKP3	CLS010382	Q92H62
Q2FJQ7	CLS010383	Q9PB72
Q2G122	CLS010383	Q9PB72
Q3SNK1	CLS010383	Q9PB72
Q4L330	CLS010383	Q9PB72
Q5HIT8	CLS010383	Q9PB72
Q6GCB6	CLS010383	Q9PB72
Q6GJW2	CLS010383	Q9PB72
Q87BY8	CLS010383	Q9PB72
Q8NY94	CLS010383	Q9PB72
Q9AAW1	CLS010383	Q9PB72
Q9AMV8	CLS010383	Q9PB72
Q9PB72	CLS010383	Q9PB72
Q9AQS0	CLS010384	Q9AQS0
Q49SP3	CLS010385	Q9AR04
Q49SP4	CLS010385	Q9AR04
Q49SP6	CLS010385	Q9AR04
Q9AR04	CLS010385	Q9AR04
Q9AR19	CLS010386	Q9AR19
Q9ASR4	CLS010387	Q9ASR4
Q9ASS2	CLS010388	Q9ASS2
Q9ASS4	CLS010389	Q9ASS4
Q9ASS7	CLS010390	Q9ASS7
Q9ASW1	CLS010391	Q9ASW1
Q9ASX5	CLS010392	Q9ASX5
Q9ATY5	CLS010393	Q9ATY5
Q7XKK6	CLS010394	Q7XKK6
Q93YR9	CLS010394	Q7XKK6
Q9AV47	CLS010394	Q7XKK6
Q9SKN5	CLS010394	Q7XKK6
Q9AV50	CLS010395	Q9AV50
Q9AV81	CLS010396	Q9AV81
Q8LPT9	CLS010397	Q9SAC6
Q9AWA5	CLS010397	Q9SAC6
Q9SAC6	CLS010397	Q9SAC6
Q75NZ0	CLS010398	Q9AWB2
Q9AWB2	CLS010398	Q9AWB2
Q9AWL7	CLS010399	Q9AWL7
Q9SQI2	CLS010399	Q9AWL7
Q8S905	CLS010400	Q9AWM8
Q9AWM8	CLS010400	Q9AWM8
Q5ZE00	CLS010401	Q9AWU4
Q949X9	CLS010401	Q9AWU4
Q9AWU4	CLS010401	Q9AWU4
Q9AXU4	CLS010402	Q9AXU4
Q2PMM5	CLS010403	Q3V4Z0
Q33BV3	CLS010403	Q3V4Z0
Q3BAH3	CLS010403	Q3V4Z0
Q3V4Z0	CLS010403	Q3V4Z0
Q589A6	CLS010403	Q3V4Z0
Q8S8V2	CLS010403	Q3V4Z0
Q9B1K6	CLS010403	Q3V4Z0
Q5I2P5	CLS010404	Q5I2P5
Q9BDI7	CLS010404	Q5I2P5
Q9BDJ5	CLS010405	Q9BDJ5
Q9BE18	CLS010406	Q9BE18
Q9BE31	CLS010407	Q9BE31
Q9BE45	CLS010408	Q9BE45
Q9EST8	CLS010408	Q9BE45
Q9BE52	CLS010409	Q9BE52
Q9BEA0	CLS010410	Q9BEA0
Q90ZC7	CLS010411	Q9BG98
Q9BG98	CLS010411	Q9BG98
Q8SPP9	CLS010412	Q9BGN4
Q9BGN4	CLS010412	Q9BGN4
Q5R5P3	CLS010413	Q5R5P3
Q9BH05	CLS010413	Q5R5P3
Q9BH11	CLS010414	Q9BH11
Q9BJZ5	CLS010415	Q9BJZ5
Q9BKJ9	CLS010416	Q9BKJ9
Q9BL02	CLS010417	Q9BL02
Q9BMK9	CLS010418	Q9BMK9
Q86RN8	CLS010419	Q86RN8
Q8MUF6	CLS010419	Q86RN8
Q9BMM8	CLS010419	Q86RN8
Q9BPN8	CLS010420	Q9BPN8
Q9BPS0	CLS010421	Q9BPS0
Q9BPU3	CLS010422	Q9BPU3
Q9BQN1	CLS010423	Q9BQN1
Q920H8	CLS010424	Q920H8
Q9BQS7	CLS010424	Q920H8
Q9BR26	CLS010425	Q9BR26
Q9BRB3	CLS010426	Q9BRB3
Q4R6L3	CLS010427	Q9BRC7
Q5RET0	CLS010427	Q9BRC7
Q9BRC7	CLS010427	Q9BRC7
Q4QQU1	CLS010428	Q9BRD0
Q9BRD0	CLS010428	Q9BRD0
Q9BRG2	CLS010429	Q9BRG2
Q9BRK4	CLS010430	Q9BRK4
Q9BRR9	CLS010431	Q9BRR9
Q5RJG1	CLS010432	Q5RJG1
Q66H99	CLS010432	Q5RJG1
Q802W4	CLS010432	Q5RJG1
Q9BSC4	CLS010432	Q5RJG1
Q9BTW9	CLS010433	Q9BTW9
Q7ZWN0	CLS010434	Q9BU23
Q9BU23	CLS010434	Q9BU23
O88881	CLS010435	Q68EF6
Q68EF6	CLS010435	Q68EF6
Q6R6L0	CLS010435	Q68EF6
Q9BUH8	CLS010435	Q68EF6
Q8VDM6	CLS010436	Q9BUJ2
Q9BUJ2	CLS010436	Q9BUJ2
Q9BUY5	CLS010437	Q9BUY5
Q5JKW1	CLS010438	Q9BVG8
Q9BVG8	CLS010438	Q9BVG8
Q5I0I8	CLS010439	Q9BVI4
Q9BVI4	CLS010439	Q9BVI4
Q6P8H8	CLS010440	Q9BVK2
Q9BVK2	CLS010440	Q9BVK2
Q9BVN2	CLS010441	Q9BVN2
Q8BLH7	CLS010442	Q9BW71
Q9BW71	CLS010442	Q9BW71
Q1D6E3	CLS010443	Q3ABS6
Q256F9	CLS010443	Q3ABS6
Q3ABS6	CLS010443	Q3ABS6
Q3KLB6	CLS010443	Q3ABS6
Q5L4T1	CLS010443	Q3ABS6
Q821I3	CLS010443	Q3ABS6
Q8MP20	CLS010443	Q3ABS6
Q8R9A4	CLS010443	Q3ABS6
Q9BW92	CLS010443	Q3ABS6
Q9Z7A0	CLS010443	Q3ABS6
Q5U4E2	CLS010444	Q5U4E2
Q9BWE0	CLS010444	Q5U4E2
Q9BWU0	CLS010445	Q9BWU0
Q4R683	CLS010446	Q4R683
Q8BMD5	CLS010446	Q4R683
Q9BWV3	CLS010446	Q4R683
Q9BWV7	CLS010447	Q9BWV7
Q9BX70	CLS010448	Q9BX70
Q8CI95	CLS010449	Q9BXB4
Q9BXB4	CLS010449	Q9BXB4
S4R1M9	CLS010449	Q9BXB4
Q4R3V2	CLS010450	Q8C636
Q8C636	CLS010450	Q8C636
Q9BXB7	CLS010450	Q8C636
Q9BXF3	CLS010451	Q9BXF3
Q9BXF6	CLS010452	Q9BXF6
Q5R4J9	CLS010453	Q5R4J9
Q8VZM1	CLS010453	Q5R4J9
Q9BXJ9	CLS010453	Q5R4J9
E1BM58	CLS010454	E1BM58
Q63425	CLS010454	E1BM58
Q9BXM0	CLS010454	E1BM58
Q9BXM7	CLS010455	Q9BXM7
Q9BXR5	CLS010456	Q9BXR5
Q9BXR6	CLS010457	Q9BXR6
Q9BXS0	CLS010458	Q9BXS0
Q9BXT6	CLS010459	Q9BXT6
Q9BXU1	CLS010460	Q9BXU1
Q9BXU7	CLS010461	Q9BXU7
Q9BXW9	CLS010462	Q9BXW9
Q9BXX2	CLS010463	Q9BXX2
Q9BXX3	CLS010464	Q9BXX3
Q9BY12	CLS010465	Q9BY12
Q5TYW1	CLS010466	Q9BY31
Q9BY31	CLS010466	Q9BY31
Q9BY89	CLS010467	Q9BY89
Q9BYB0	CLS010468	Q9BYB0
Q5NVB3	CLS010469	Q9BYC5
Q659X0	CLS010469	Q9BYC5
Q6EV76	CLS010469	Q9BYC5
Q6EV77	CLS010469	Q9BYC5
Q6NVP8	CLS010469	Q9BYC5
Q9BYC5	CLS010469	Q9BYC5
Q9N0W2	CLS010469	Q9BYC5
Q9BYG8	CLS010470	Q9BYG8
Q9BYN7	CLS010471	Q9BYN7
Q9BYP7	CLS010472	Q9BYP7
Q9BYV6	CLS010473	Q9BYV6
Q8R5F7	CLS010474	Q8R5F7
Q9BYX4	CLS010474	Q8R5F7
Q9BYZ6	CLS010475	Q9BYZ6
Q9BZ23	CLS010476	Q9BZ23
Q8BIK4	CLS010477	Q8BIK4
Q96BY6	CLS010477	Q8BIK4
Q9BZ29	CLS010477	Q8BIK4
Q6P2L6	CLS010478	Q9BZ95
Q9BZ95	CLS010478	Q9BZ95
Q9BZF1	CLS010479	Q9BZF1
Q9BZF2	CLS010480	Q9H4L5
Q9BZF3	CLS010480	Q9H4L5
Q9H4L5	CLS010480	Q9H4L5
Q9BZJ0	CLS010481	Q9BZJ0
Q99PJ2	CLS010482	Q99PJ2
Q9BZR9	CLS010482	Q99PJ2
Q4R6W3	CLS010483	Q4R6W3
Q6NY15	CLS010483	Q4R6W3
Q9BZW7	CLS010483	Q4R6W3
Q9Z220	CLS010483	Q4R6W3
Q9BZZ2	CLS010484	Q9BZZ2
Q9C000	CLS010485	Q9C000
Q2MHN3	CLS010486	Q2MHN3
Q9C0A1	CLS010486	Q2MHN3
Q9C0B9	CLS010487	Q9C0B9
Q92854	CLS010488	Q9C0C4
Q9C0C4	CLS010488	Q9C0C4
Q6GLU8	CLS010489	Q6GLU8
Q9C0D0	CLS010489	Q6GLU8
Q9C0D2	CLS010490	Q9C0D2
B2RRE4	CLS010491	B2RRE4
Q9C0D4	CLS010491	B2RRE4
Q499Y0	CLS010492	Q802D3
Q802D3	CLS010492	Q802D3
Q9C0E2	CLS010492	Q802D3
Q9ESJ0	CLS010492	Q802D3
Q9C0G0	CLS010493	Q9C0G0
Q1RMS0	CLS010494	Q1RMS0
Q8C0C4	CLS010494	Q1RMS0
Q9C0I3	CLS010494	Q1RMS0
Q9C0K0	CLS010495	Q9C0K0
Q9C0U7	CLS010496	Q9C0U7
Q9C0V5	CLS010497	Q9C0V5
Q9C0U9	CLS010498	Q9C0V8
Q9C0V8	CLS010498	Q9C0V8
Q9C0X8	CLS010499	Q9C0X8
Q9C0Y2	CLS010500	Q9C0Y2
Q9C0Z0	CLS010501	Q9C0Z0
Q9C0Z1	CLS010502	Q9C0Z1
Q9C102	CLS010503	Q9C102
Q9C104	CLS010504	Q9C104
Q9C105	CLS010505	Q9C105
Q9C1B3	CLS010506	Q9C1B3
Q9C1I4	CLS010507	Q9C1I4
Q9C1W8	CLS010508	Q9C1W8
Q9C1W9	CLS010509	Q9C1W9
Q1JPD3	CLS010510	Q9C1X2
Q9C1X2	CLS010510	Q9C1X2
Q9C1X4	CLS010511	Q9C1X4
Q9C449	CLS010512	Q9C449
Q9C450	CLS010513	Q9C450
Q9C501	CLS010514	Q9C501
Q9C507	CLS010515	Q9C507
Q8H116	CLS010516	Q9C512
Q9C512	CLS010516	Q9C512
Q9C551	CLS010517	Q9C551
Q2R2B4	CLS010518	Q9C587
Q9C587	CLS010518	Q9C587
Q9C5H4	CLS010519	Q9C5H4
Q9C5H5	CLS010520	Q9C5H5
Q9C5H9	CLS010521	Q9C5H9
Q9C5P1	CLS010522	Q9C5P1
Q9C5Q8	CLS010523	Q9C5Q8
Q9C5S1	CLS010524	Q9C5S1
Q93VJ2	CLS010525	Q9C5S2
Q9C5S2	CLS010525	Q9C5S2
Q9C5U2	CLS010526	Q9C5U2
Q655R6	CLS010527	Q9C5X8
Q9C5X8	CLS010527	Q9C5X8
Q9C5X9	CLS010528	Q9C5X9
Q9C614	CLS010529	Q9C614
Q9C626	CLS010530	Q9C626
Q9S9X4	CLS010530	Q9C626
Q9C637	CLS010531	Q9C637
Q9C646	CLS010532	Q9C646
Q9C658	CLS010533	Q9C658
Q9C660	CLS010534	Q9C660
Q9C664	CLS010535	Q9C664
Q1BYL5	CLS010536	Q6MBZ5
Q1C0Y0	CLS010536	Q6MBZ5
Q1D2S1	CLS010536	Q6MBZ5
Q1D3Y5	CLS010536	Q6MBZ5
Q1MKX4	CLS010536	Q6MBZ5
Q1QIL6	CLS010536	Q6MBZ5
Q1QP32	CLS010536	Q6MBZ5
Q1QVJ7	CLS010536	Q6MBZ5
Q212H2	CLS010536	Q6MBZ5
Q21MD3	CLS010536	Q6MBZ5
Q28LY7	CLS010536	Q6MBZ5
Q2GH98	CLS010536	Q6MBZ5
Q2IFK0	CLS010536	Q6MBZ5
Q2IKI2	CLS010536	Q6MBZ5
Q2JXD4	CLS010536	Q6MBZ5
Q2JYW6	CLS010536	Q6MBZ5
Q2KAR0	CLS010536	Q6MBZ5
Q2KAU2	CLS010536	Q6MBZ5
Q2KBZ7	CLS010536	Q6MBZ5
Q2LPJ8	CLS010536	Q6MBZ5
Q2LTG7	CLS010536	Q6MBZ5
Q2NW94	CLS010536	Q6MBZ5
Q2RWV4	CLS010536	Q6MBZ5
Q2RY28	CLS010536	Q6MBZ5
Q2SYJ5	CLS010536	Q6MBZ5
Q2YIJ3	CLS010536	Q6MBZ5
Q39J12	CLS010536	Q6MBZ5
Q3ALZ3	CLS010536	Q6MBZ5
Q3BY61	CLS010536	Q6MBZ5
Q3J419	CLS010536	Q6MBZ5
Q3J729	CLS010536	Q6MBZ5
Q3JPF6	CLS010536	Q6MBZ5
Q3SQJ5	CLS010536	Q6MBZ5
Q3YRH4	CLS010536	Q6MBZ5
Q3YUJ7	CLS010536	Q6MBZ5
Q42694	CLS010536	Q6MBZ5
Q46XW6	CLS010536	Q6MBZ5
Q493W7	CLS010536	Q6MBZ5
Q4K764	CLS010536	Q6MBZ5
Q4ZP20	CLS010536	Q6MBZ5
Q59177	CLS010536	Q6MBZ5
Q5E8E6	CLS010536	Q6MBZ5
Q5F541	CLS010536	Q6MBZ5
Q5FPQ6	CLS010536	Q6MBZ5
Q5LV15	CLS010536	Q6MBZ5
Q5N3T6	CLS010536	Q6MBZ5
Q5PA30	CLS010536	Q6MBZ5
Q5PL62	CLS010536	Q6MBZ5
Q607Q3	CLS010536	Q6MBZ5
Q60AY0	CLS010536	Q6MBZ5
Q65VE4	CLS010536	Q6MBZ5
Q6F8P6	CLS010536	Q6MBZ5
Q6MBZ5	CLS010536	Q6MBZ5
Q6MRI1	CLS010536	Q6MBZ5
Q747C7	CLS010536	Q6MBZ5
Q7M7I7	CLS010536	Q6MBZ5
Q7MAZ7	CLS010536	Q6MBZ5
Q7MBB2	CLS010536	Q6MBZ5
Q7MBB4	CLS010536	Q6MBZ5
Q7TVA6	CLS010536	Q6MBZ5
Q87JG6	CLS010536	Q6MBZ5
Q89DA6	CLS010536	Q6MBZ5
Q8CWJ0	CLS010536	Q6MBZ5
Q8CX48	CLS010536	Q6MBZ5
Q8KIX1	CLS010536	Q6MBZ5
Q8KM30	CLS010536	Q6MBZ5
Q8PD23	CLS010536	Q6MBZ5
Q8PPZ1	CLS010536	Q6MBZ5
Q8RIT7	CLS010536	Q6MBZ5
Q8YB53	CLS010536	Q6MBZ5
Q8ZIY3	CLS010536	Q6MBZ5
Q92ZQ4	CLS010536	Q6MBZ5
Q98AX9	CLS010536	Q6MBZ5
Q9ANR9	CLS010536	Q6MBZ5
Q9C667	CLS010536	Q6MBZ5
Q9KLC6	CLS010536	Q6MBZ5
Q9KNR7	CLS010536	Q6MBZ5
Q9L7P5	CLS010536	Q6MBZ5
Q9PFP2	CLS010536	Q6MBZ5
Q9XCA9	CLS010536	Q6MBZ5
Q9Z462	CLS010536	Q6MBZ5
Q9C698	CLS010537	Q9C698
Q9C699	CLS010538	Q9C699
Q9C6B6	CLS010539	Q9LM25
Q9LM25	CLS010539	Q9LM25
Q9C6G0	CLS010540	Q9C6G0
Q9C6K9	CLS010541	Q9C6K9
Q9C6L8	CLS010542	Q9C6L8
Q9LS46	CLS010542	Q9C6L8
Q9C6S6	CLS010543	Q9C6S6
Q9C757	CLS010544	Q9C757
Q9C793	CLS010545	Q9C793
Q9C7A2	CLS010546	Q9C7A2
Q9C7B1	CLS010547	Q9C7B1
Q9FFY9	CLS010547	Q9C7B1
Q9C7G0	CLS010548	Q9C7G0
Q9C7N2	CLS010549	Q9C7N2
Q9C7T7	CLS010550	Q9C7T7
Q9C7V5	CLS010551	Q9C7V5
Q9C7X0	CLS010552	Q9C7X0
Q9C811	CLS010553	Q9C811
Q9C813	CLS010554	Q9C813
Q1PEM5	CLS010555	Q9C821
Q9C821	CLS010555	Q9C821
Q9C866	CLS010556	Q9C866
Q9C888	CLS010557	Q9C888
Q9C895	CLS010558	Q9C895
Q9C8D4	CLS010559	Q9C8D4
Q9SS01	CLS010559	Q9C8D4
Q9C8E1	CLS010560	Q9C8E1
Q9C8E3	CLS010561	Q9C8E3
Q9LS76	CLS010561	Q9C8E3
Q9C8G9	CLS010562	Q9C8H0
Q9C8H0	CLS010562	Q9C8H0
Q9C8H1	CLS010562	Q9C8H0
Q3EBR6	CLS010563	Q3EBR6
Q9C8J6	CLS010563	Q3EBR6
Q9C8J7	CLS010564	Q9C8J7
Q8RXN0	CLS010565	Q9C8J8
Q9C8J8	CLS010565	Q9C8J8
Q9C8L6	CLS010566	Q9C8L6
Q9C8R8	CLS010567	Q9C8R8
Q6K7R9	CLS010568	Q9C8S9
Q9C8S9	CLS010568	Q9C8S9
Q9C8Z4	CLS010569	Q9C8Z4
Q9C911	CLS010570	Q9C911
Q9C951	CLS010571	Q9C951
Q9C952	CLS010572	Q9C952
Q9C9A2	CLS010573	Q9C9A2
Q9C9F6	CLS010574	Q9C9F6
Q9C9G2	CLS010575	Q9C9G2
Q9C9H7	CLS010576	Q9C9H7
Q9C9H9	CLS010577	Q9C9H9
Q9C9N6	CLS010578	Q9C9N6
Q9C9P4	CLS010579	Q9C9P4
Q9C9Q4	CLS010580	Q9C9Q4
Q9C9U0	CLS010581	Q9C9U0
Q9C9V9	CLS010582	Q9C9V9
Q2R2W1	CLS010583	Q9C9W9
Q9C9W9	CLS010583	Q9C9W9
Q9C9X0	CLS010584	Q9C9X0
Q9ZUA3	CLS010584	Q9C9X0
Q9C9Y8	CLS010585	Q9C9Y8
Q9C9Z0	CLS010586	Q9C9Z0
Q9C9Z1	CLS010587	Q9C9Z1
Q9C9Z7	CLS010588	Q9C9Z7
Q9CA42	CLS010589	Q9CA42
Q9CA54	CLS010590	Q9CA54
Q9CA71	CLS010591	Q9CA71
Q9CAA8	CLS010592	Q9CAA8
Q9CAC4	CLS010593	Q9CAC4
Q9CAD5	CLS010594	Q9CAD5
Q9CAF4	CLS010595	Q9CAF4
Q9CAJ0	CLS010596	Q9CAJ0
Q9CAJ9	CLS010597	Q9CAJ9
Q8RWW0	CLS010598	Q9CAL2
Q9CAL2	CLS010598	Q9CAL2
Q9CAL3	CLS010599	Q9CAL3
Q9CAL8	CLS010600	Q9CAL8
Q9ZUE0	CLS010600	Q9CAL8
Q9CAM1	CLS010601	Q9CAM1
Q9CAR9	CLS010602	Q9CAR9
Q9CAT6	CLS010603	Q9CAT6
Q7TVV6	CLS010604	Q9CB76
Q9CB76	CLS010604	Q9CB76
Q9CBQ0	CLS010605	Q9CBQ0
Q9CBZ6	CLS010606	Q9CBZ6
Q740J9	CLS010607	Q9CC23
Q9CC23	CLS010607	Q9CC23
Q1B4V6	CLS010608	Q9CC97
Q9CC97	CLS010608	Q9CC97
Q93CB7	CLS010609	Q9CCJ1
Q9CCJ1	CLS010609	Q9CCJ1
Q9CCM6	CLS010610	Q9CCM6
Q9CCP7	CLS010611	Q9CCP7
Q8RE57	CLS010612	Q98MV8
Q98MV8	CLS010612	Q98MV8
Q9CD55	CLS010612	Q98MV8
Q9CDA6	CLS010613	Q9CDA6
Q9CDK9	CLS010614	Q9CDK9
Q9CE01	CLS010615	Q9CE01
Q9CEF5	CLS010616	Q9CEF5
Q9CEK0	CLS010617	Q9CEK0
Q1J5Z4	CLS010618	Q5XBH1
Q1JL53	CLS010618	Q5XBH1
Q3K1P7	CLS010618	Q5XBH1
Q5XBH1	CLS010618	Q5XBH1
Q8CWY0	CLS010618	Q5XBH1
Q8DPC7	CLS010618	Q5XBH1
Q8P0E6	CLS010618	Q5XBH1
Q97Q48	CLS010618	Q5XBH1
Q99Z57	CLS010618	Q5XBH1
Q9CEW0	CLS010618	Q5XBH1
Q99YI8	CLS010619	Q9CG65
Q9CG65	CLS010619	Q9CG65
Q9CGK0	CLS010620	Q9CGK0
Q9CH00	CLS010621	Q9CH00
Q9CHL8	CLS010622	Q9CHL8
Q9CI09	CLS010623	Q9CI09
Q9CID5	CLS010624	Q9CID5
Q9CJB8	CLS010625	Q9CJB8
Q9CJI9	CLS010626	Q9CJI9
Q9CJJ0	CLS010627	Q9CJJ0
Q9CKJ2	CLS010628	Q9CKJ2
Q9CLG7	CLS010629	Q9CLG7
Q65VS6	CLS010630	Q65VS6
Q9CLK7	CLS010630	Q65VS6
Q31UV9	CLS010631	Q3YWA8
Q329B2	CLS010631	Q3YWA8
Q3YWA8	CLS010631	Q3YWA8
