cluster_id	member
CLS011702	Q36459
CLS011702	Q9MIY0
CLS011702	Q9ZZM3
CLS011703	Q9MTD3
CLS011704	Q9MTH5
CLS011705	Q9MTL3
CLS011706	Q9MUK5
CLS011707	Q9MUP8
CLS011708	Q9MYP4
CLS011709	Q9MYU4
CLS011710	Q9MYZ9
CLS011711	Q8WXE1
CLS011711	Q9N077
CLS011712	Q96EN8
CLS011712	Q9N0E7
CLS011713	Q9N0V3
CLS011713	Q9QY30
CLS011714	Q3YC04
CLS011714	Q9N0W8
CLS011715	Q9N179
CLS011716	Q9N1F2
CLS011717	Q9N1R2
CLS011718	Q96NY7
CLS011718	Q9N2G5
CLS011719	Q9N2V2
CLS011720	Q9N2V9
CLS011721	Q9N358
CLS011722	Q9N3S2
CLS011723	Q9N3S4
CLS011724	Q9N4B8
CLS011725	Q9N4G4
CLS011726	Q9N4U5
CLS011727	Q9N5D3
CLS011728	Q9N5K3
CLS011729	Q9N5M6
CLS011730	Q9N5R9
CLS011731	Q9N658
CLS011732	Q9NA64
CLS011733	Q9NA80
CLS011734	Q9NAA5
CLS011735	Q61AP6
CLS011735	Q9NAD6
CLS011736	Q9NAE2
CLS011737	Q9DBY8
CLS011737	Q9NAG4
CLS011738	Q9NAL4
CLS011739	Q9NBD7
CLS011740	Q9NBL2
CLS011741	Q9NBW1
CLS011742	Q9NDE8
CLS011743	Q9NDG8
CLS011744	Q9NDH7
CLS011745	Q9NEU2
CLS011746	Q9NEZ7
CLS011747	Q8MZM3
CLS011747	Q9NFH9
CLS011748	Q9NFL4
CLS011748	Q9NFL5
CLS011749	Q9NFU0
CLS011750	Q9NG98
CLS011751	Q8VHH5
CLS011751	Q96P47
CLS011751	Q9NGC3
CLS011751	Q9UPQ3
CLS011752	Q9NGD0
CLS011753	Q9NGQ2
CLS011754	Q9NGW9
CLS011755	Q9NH52
CLS011756	Q9NI63
CLS011757	Q9NIF3
CLS011758	Q9NII1
CLS011759	Q9NIV0
CLS011760	Q9NIV1
CLS011761	Q9NJB5
CLS011762	Q9NJG9
CLS011763	Q9NLA1
CLS011764	Q61102
CLS011764	Q704E8
CLS011764	Q8T9W2
CLS011764	Q9DC29
CLS011764	Q9NP58
CLS011765	Q9ERS6
CLS011765	Q9NP60
CLS011766	Q9NP73
CLS011767	Q9NPA2
CLS011768	Q9NPG3
CLS011769	Q9NPG4
CLS011770	Q924V1
CLS011770	Q9NPH5
CLS011771	Q6P6V6
CLS011771	Q9NPR9
CLS011772	Q9NPY3
CLS011773	Q9NQ11
CLS011774	Q80WG7
CLS011774	Q9NQ86
CLS011775	Q91YN0
CLS011775	Q9NQ89
CLS011776	Q9NQG7
CLS011777	Q9JLB9
CLS011777	Q9NQS3
CLS011778	Q9EQW7
CLS011778	Q9NQT8
CLS011779	Q9NQV5
CLS011780	Q9NQW6
CLS011781	Q3TCT4
CLS011781	Q9NQZ7
CLS011782	Q9NR16
CLS011783	Q9NR34
CLS011784	Q9JI71
CLS011784	Q9NR61
CLS011785	Q9NR63
CLS011786	Q7Z628
CLS011786	Q91X46
CLS011786	Q9N0A8
CLS011786	Q9NR81
CLS011787	Q9NRG9
CLS011788	Q9NRI5
CLS011789	Q9NRL2
CLS011790	Q9NRL3
CLS011791	Q9NRM0
CLS011792	Q9NRM1
CLS011793	Q69ZM6
CLS011793	Q9NRP7
CLS011794	Q9NRW7
CLS011795	Q7TSP2
CLS011795	Q91785
CLS011795	Q9NS87
CLS011796	Q99M74
CLS011796	Q9NSB2
CLS011796	Q9NSB4
CLS011797	Q8BIJ6
CLS011797	Q9NSE4
CLS011798	Q3TQQ9
CLS011798	Q5XI94
CLS011798	Q9NSG2
CLS011799	Q9NSI6
CLS011800	Q9H0B6
CLS011800	Q9NSK0
CLS011801	Q9NTG1
CLS011802	Q9NTI2
CLS011803	Q9ES21
CLS011803	Q9NTJ5
CLS011804	Q9NTN9
CLS011805	Q9NUG4
CLS011806	Q5M7M7
CLS011806	Q68SB1
CLS011806	Q7ZW47
CLS011806	Q8CJ67
CLS011806	Q9NUL3
CLS011807	Q4R4T6
CLS011807	Q9NUL7
CLS011808	Q5RFQ9
CLS011808	Q5RKI8
CLS011808	Q9NUT2
CLS011809	Q3B7D2
CLS011809	Q8BG54
CLS011809	Q9NUV7
CLS011810	Q4G056
CLS011810	Q9NUW8
CLS011811	Q95K48
CLS011811	Q9NUX5
CLS011812	Q5VIY5
CLS011812	Q6PDB4
CLS011812	Q6ZN06
CLS011812	Q9NV72
CLS011813	Q9NVE4
CLS011814	Q9NVH0
CLS011815	Q9NVI1
CLS011816	Q5U4E8
CLS011816	Q9NVM4
CLS011817	Q8QZV7
CLS011817	Q9NVM9
CLS011818	Q9NVN3
CLS011819	Q9NVU0
CLS011820	Q9NVV4
CLS011821	Q9NW13
CLS011822	Q9NW15
CLS011823	Q9NWF9
CLS011824	Q99K82
CLS011824	Q9NWM0
CLS011825	Q3SYX3
CLS011825	Q4R907
CLS011825	Q9NWW7
CLS011826	Q9NX65
CLS011826	Q9UJW7
CLS011827	Q6PFJ7
CLS011827	Q6ZPR5
CLS011827	Q9NXE4
CLS011828	A2AM05
CLS011828	Q9NXG0
CLS011829	Q4R6I1
CLS011829	Q5RBK0
CLS011829	Q8K259
CLS011829	Q9NXP7
CLS011830	Q9NY15
CLS011831	Q9NY59
CLS011832	Q9NYA3
CLS011833	Q2PFD7
CLS011833	Q5DTT2
CLS011833	Q9NYI0
CLS011834	Q9NYJ7
CLS011835	Q9NYJ8
CLS011836	Q5U4U4
CLS011836	Q6P1U0
CLS011836	Q9NYP3
CLS011836	Q9QXP4
CLS011837	Q9JLA3
CLS011837	Q9NYU2
CLS011838	Q9NYZ3
CLS011839	Q9NZ20
CLS011840	Q5RE34
CLS011840	Q9NZ71
CLS011841	A6H7H1
CLS011841	Q6A0A9
CLS011841	Q6DEZ2
CLS011841	Q8C3F2
CLS011841	Q9NX05
CLS011841	Q9NZB2
CLS011842	Q4V837
CLS011842	Q5RHI5
CLS011842	Q6GPU3
CLS011842	Q9NZJ0
CLS011843	Q60695
CLS011843	Q6P112
CLS011843	Q9NZL6
CLS011844	Q9NZM1
CLS011845	Q9NZM3
CLS011845	Q9WVE9
CLS011846	Q9NZM4
CLS011847	Q9NZQ8
CLS011848	Q9NZT2
CLS011849	Q8BGT1
CLS011849	Q9NZU0
CLS011850	Q9NZU1
CLS011851	Q9NZV1
CLS011852	Q9NZV7
CLS011853	Q9NZW4
CLS011854	Q9P0K1
CLS011855	Q9P0L9
CLS011856	Q8BJ42
CLS011856	Q9P1A6
CLS011857	Q9P1Y6
CLS011858	Q9P1Z9
CLS011859	Q80TC6
CLS011859	Q9P217
CLS011860	Q9P218
CLS011861	Q8BM65
CLS011861	Q9P242
CLS011862	Q9P253
CLS011863	Q9P266
CLS011864	B1AYB6
CLS011864	Q9P267
CLS011865	Q9P270
CLS011866	Q9P275
CLS011867	Q5RDH2
CLS011867	Q99LJ0
CLS011867	Q9P2B4
CLS011868	Q9P2C4
CLS011869	Q9P2D3
CLS011870	Q8R151
CLS011870	Q9P2E3
CLS011871	Q9P2E9
CLS011872	Q9P2F5
CLS011873	Q9P2F6
CLS011874	Q9P2G3
CLS011875	Q9P2H0
CLS011876	Q9P2J2
CLS011877	Q9P2J5
CLS011878	Q5RA52
CLS011878	Q9P2J9
CLS011879	Q9P2N4
CLS011880	Q9P2N5
CLS011881	Q9P2Y4
CLS011882	Q9P326
CLS011883	Q9P377
CLS011884	Q9P382
CLS011885	Q5AXV1
CLS011885	Q9P3K8
CLS011886	Q9P3K9
CLS011887	Q9P3S1
CLS011888	Q9P3U0
CLS011889	Q9P3W5
CLS011890	Q9P413
CLS011891	Q9P4V2
CLS011892	Q9P4X1
CLS011893	Q9P5N0
CLS011894	Q9P5N7
CLS011895	Q9P6I9
CLS011896	Q9P6J1
CLS011897	Q9P6J3
CLS011898	Q9P6K4
CLS011899	Q9P6L8
CLS011900	Q9P6L9
CLS011901	Q9P6M7
CLS011902	Q9P6M8
CLS011903	Q9P6N4
CLS011904	Q9P6P3
CLS011905	Q9P6R8
CLS011906	Q9P6S0
CLS011907	Q9P6S4
CLS011908	Q9P768
CLS011909	Q9P771
CLS011910	Q9P780
CLS011911	Q9P789
CLS011912	Q9P7D7
CLS011913	Q9P7E8
CLS011914	Q9P7G0
CLS011915	Q9P7G6
CLS011916	Q9P7H8
CLS011917	Q9P7H9
CLS011918	Q9P7I1
CLS011919	Q9P7I3
CLS011920	Q9P7J8
CLS011921	Q9P7K5
CLS011922	Q9P7L0
CLS011923	Q9P7M0
CLS011924	Q9P7M4
CLS011925	Q9P7N3
CLS011926	Q9P7P0
CLS011927	Q9P7P2
CLS011928	Q9P7Q9
CLS011929	Q9P7R5
CLS011930	Q9P7R8
CLS011931	Q9P7S5
CLS011932	Q9P7V5
CLS011933	Q9P7V6
CLS011934	Q9P7V9
CLS011935	Q9P7W4
CLS011936	Q9P7W8
CLS011937	Q9P7X2
CLS011938	Q9P7Y9
CLS011939	Q9P854
CLS011940	Q9P8P2
CLS011941	Q9P8P4
CLS011942	Q4HYR2
CLS011942	Q6BRY4
CLS011942	Q6FPK7
CLS011942	Q96WZ5
CLS011942	Q9C124
CLS011942	Q9P8Q7
CLS011943	Q9P8W3
CLS011944	Q9P903
CLS011945	Q9PB02
CLS011946	Q15UE5
CLS011946	Q167Q3
CLS011946	Q1BYZ9
CLS011946	Q1IAY6
CLS011946	Q1LC96
CLS011946	Q1R185
CLS011946	Q1R3X0
CLS011946	Q21CF0
CLS011946	Q21DT6
CLS011946	Q2A298
CLS011946	Q2FSF4
CLS011946	Q2G479
CLS011946	Q2H7U1
CLS011946	Q2JBP8
CLS011946	Q2KTI4
CLS011946	Q2TW34
CLS011946	Q31MN3
CLS011946	Q31U45
CLS011946	Q3A5D3
CLS011946	Q3BVY2
CLS011946	Q3KE62
CLS011946	Q3SWP3
CLS011946	Q3YV31
CLS011946	Q479B7
CLS011946	Q48E42
CLS011946	Q4G4B1
CLS011946	Q4US88
CLS011946	Q4ZNN4
CLS011946	Q57HA8
CLS011946	Q5NGV7
CLS011946	Q5PK60
CLS011946	Q5QWH3
CLS011946	Q5V0S5
CLS011946	Q5WU58
CLS011946	Q5WZY1
CLS011946	Q5X2D9
CLS011946	Q5X8J8
CLS011946	Q5YVJ4
CLS011946	Q66E82
CLS011946	Q67LP5
CLS011946	Q6D5X9
CLS011946	Q7BSW8
CLS011946	Q7CVH1
CLS011946	Q7MLC1
CLS011946	Q7NGW6
CLS011946	Q7Z7W6
CLS011946	Q87WL6
CLS011946	Q8D951
CLS011946	Q8E981
CLS011946	Q8EIV5
CLS011946	Q8TS34
CLS011946	Q8X182
CLS011946	Q987S0
CLS011946	Q9KEE6
CLS011946	Q9KRS6
CLS011946	Q9PBB2
CLS011946	Q9R708
CLS011946	Q9RJH9
CLS011946	Q9WXB9
CLS011946	Q9ZGM4
CLS011947	Q87ZS5
CLS011947	Q88FS8
CLS011947	Q8F1W7
CLS011947	Q8P993
CLS011947	Q9I0M3
CLS011947	Q9PDC9
CLS011948	Q8PGR7
CLS011948	Q9PDF6
CLS011949	Q87AW7
CLS011949	Q9PGD4
CLS011950	Q87EY0
CLS011950	Q9PGU4
CLS011951	Q87F25
CLS011951	Q8P448
CLS011951	Q9PH02
CLS011952	Q9PHW6
CLS011953	Q9PHZ3
CLS011954	Q5HVQ7
CLS011954	Q9PI05
CLS011955	Q9PJB1
CLS011955	Q9Z7F9
CLS011956	Q9PJR8
CLS011956	Q9Z7W0
CLS011957	Q9PJT6
CLS011958	Q9PJY2
CLS011959	Q9PJY3
CLS011960	Q9PK00
CLS011961	Q3KLW0
CLS011961	Q9PK01
CLS011962	Q9PK57
CLS011962	Q9Z9E3
CLS011963	O84307
CLS011963	Q9PK88
CLS011963	Q9Z990
CLS011964	O84290
CLS011964	Q9PKA6
CLS011965	Q7VQ46
CLS011965	Q9PKE3
CLS011966	Q9PKK3
CLS011966	Q9Z8R3
CLS011967	Q254X9
CLS011967	Q5L5Q2
CLS011967	Q9PKP2
CLS011968	Q7AJA5
CLS011968	Q9PKP3
CLS011969	Q9K275
CLS011969	Q9PKW7
CLS011970	Q9PL40
CLS011971	Q9PL41
CLS011972	Q9PL44
CLS011973	Q9PL45
CLS011974	Q9PL93
CLS011975	Q9PLC9
CLS011976	Q9PLD1
CLS011977	Q9PLH5
CLS011978	Q9PLU1
CLS011979	Q9PLZ2
CLS011980	Q9PM37
CLS011981	Q9PMA7
CLS011982	Q9PMU0
CLS011983	Q7MAR9
CLS011983	Q9PN86
CLS011984	Q9PPZ6
CLS011985	Q98RB6
CLS011985	Q9PQC0
CLS011986	Q9PQH1
CLS011987	Q9PQK5
CLS011988	Q9PQK7
CLS011989	Q9PQL3
CLS011990	Q9PQV5
CLS011991	Q9PQV6
CLS011992	Q9PQX0
CLS011993	Q9PQX7
CLS011994	Q9PR12
CLS011995	Q9PR23
CLS011996	Q9PR88
CLS011997	Q9PR99
CLS011997	Q9PRA1
CLS011998	Q9PTD7
CLS011999	Q6GMY9
CLS011999	Q7SZC2
CLS011999	Q9PTU3
CLS012000	Q28FM1
CLS012000	Q9PTY5
CLS012001	Q9PU53
CLS012002	Q9PVG3
CLS012003	Q9PVK7
CLS012004	Q9PW73
CLS012005	Q9PWA3
CLS012006	Q2I6W4
CLS012006	Q9PT92
CLS012006	Q9PWF7
CLS012007	Q9PWH2
CLS012008	Q9BXR3
CLS012008	Q9QC07
CLS012008	Q9UQG0
CLS012009	Q9QUG2
CLS012010	Q9QUG9
CLS012011	Q5R410
CLS012011	Q9P7Q4
CLS012011	Q9QUL6
CLS012012	Q9QUM7
CLS012013	Q9QUR6
CLS012014	Q9QUR8
CLS012015	Q9QVP9
CLS012016	Q9QVY8
CLS012017	Q9QW07
CLS012018	Q9QW30
CLS012019	O15327
CLS012019	Q4R4D7
CLS012019	Q5RA60
CLS012019	Q6P1Y8
CLS012019	Q9QWG5
CLS012020	Q9QWH1
CLS012021	Q9QWJ9
CLS012022	Q9QWM1
CLS012023	Q9QWY8
CLS012024	Q61056
CLS012024	Q9QX01
CLS012025	Q68Y56
CLS012025	Q8SPE8
CLS012025	Q8SPE9
CLS012025	Q9GL65
CLS012025	Q9MYW3
CLS012025	Q9QUK6
CLS012025	Q9QX05
CLS012025	Q9TSP2
CLS012026	Q9QX47
CLS012027	Q96T21
CLS012027	Q9QX72
CLS012028	Q9QX75
CLS012029	Q9QXE2
CLS012030	Q9QXE5
CLS012031	Q6GPC6
CLS012031	Q8BHJ5
CLS012031	Q9BQ87
CLS012031	Q9QXE7
CLS012032	Q9QXH4
CLS012033	Q9QXJ1
CLS012034	Q9QXK2
CLS012035	Q54HL0
CLS012035	Q9PUE4
CLS012035	Q9QXK3
CLS012035	Q9Y678
CLS012036	Q9QXL1
CLS012036	Q9QXL2
CLS012037	Q2PFV7
CLS012037	Q3B7N2
CLS012037	Q5RCS6
CLS012037	Q9JI91
CLS012037	Q9QXQ0
CLS012037	Q9Z1P2
CLS012038	Q9QXS6
CLS012039	Q8N531
CLS012039	Q9QXW0
CLS012040	Q9QXX0
CLS012040	Q9QYE5
CLS012041	Q9QXY2
CLS012042	Q2KNE5
CLS012042	Q9QXZ9
CLS012043	Q9QY23
CLS012044	Q9QY42
CLS012044	Q9QYC6
CLS012045	Q7JUN3
CLS012045	Q9QY44
CLS012045	Q9UBJ2
CLS012046	Q5RF50
CLS012046	Q9MYY3
CLS012046	Q9QYC7
CLS012047	Q63713
CLS012047	Q9QYJ2
CLS012048	Q9JJ59
CLS012048	Q9QYJ4
CLS012049	Q9QYM2
CLS012050	Q9QYM7
CLS012051	Q5RAL3
CLS012051	Q9QYS2
CLS012052	Q9QYT7
CLS012053	Q9QYV8
CLS012054	Q9QYY0
CLS012055	Q9P2K8
CLS012055	Q9QZ05
CLS012056	Q9NSC7
CLS012056	Q9QZ39
CLS012057	Q9QZ67
CLS012058	Q9QZ82
CLS012059	Q61143
CLS012059	Q9QZC1
CLS012059	Q9WVC5
CLS012059	Q9Y210
CLS012060	Q9QZC2
CLS012061	Q9QZC5
CLS012062	Q9QZG1
CLS012063	Q99728
CLS012063	Q9QZH2
CLS012064	Q9QZK2
CLS012065	Q9QZQ1
CLS012066	Q9QZS7
CLS012067	Q9QZW0
CLS012068	Q9R037
CLS012069	Q2HJE4
CLS012069	Q9R085
CLS012070	Q8C9J3
CLS012070	Q9R095
CLS012071	Q9R098
CLS012072	Q80VA0
CLS012072	Q9R0C5
CLS012073	Q9R0C8
CLS012074	Q9R0G8
CLS012075	Q9R0L6
CLS012076	Q9R0L7
CLS012076	Q9ULX6
CLS012077	Q92834
CLS012077	Q9N1T2
CLS012077	Q9R0X5
CLS012078	Q92502
CLS012078	Q9R0Z9
CLS012078	Q9Y3M8
CLS012079	Q9R100
CLS012080	Q6K1J1
CLS012080	Q6PDD0
CLS012080	Q6UWM9
CLS012080	Q80X89
CLS012080	Q9R110
CLS012080	Q9TSL6
CLS012080	Q9XT55
CLS012081	Q9R159
CLS012082	Q9R190
CLS012083	Q9R1C6
CLS012084	Q9R1C7
CLS012085	Q9R1D1
CLS012086	Q9R1D7
CLS012087	Q3V1T4
CLS012087	Q9R1J8
CLS012088	Q9R1L5
CLS012089	Q9R1M5
CLS012090	Q32LP4
CLS012090	Q4U116
CLS012090	Q8BTY2
CLS012090	Q9JI66
CLS012090	Q9R1N3
CLS012090	Q9Y6M7
CLS012091	Q9R1S3
CLS012092	Q9R1S7
CLS012093	Q9R1S8
CLS012093	Q9Y6W3
CLS012094	Q60670
CLS012094	Q9IA88
CLS012094	Q9R1U5
CLS012095	Q5R9C4
CLS012095	Q8TCC7
CLS012095	Q9R1U7
CLS012096	Q9R1Z8
CLS012097	Q9R207
CLS012098	Q9R244
CLS012099	Q9R269
CLS012100	Q7NN41
CLS012100	Q8YPE8
CLS012100	Q9R6X2
CLS012101	Q9R9H8
CLS012102	Q9R9I9
CLS012103	Q9RBS2
CLS012104	Q9RDE2
CLS012105	Q82C66
CLS012105	Q9RDL5
CLS012106	Q1ACL3
CLS012106	Q1XDK3
CLS012106	Q27S51
CLS012106	Q2JQ90
CLS012106	Q2MIA1
CLS012106	Q2MII8
CLS012106	Q2WGC5
CLS012106	Q332X9
CLS012106	Q33C37
CLS012106	Q3BAP1
CLS012106	Q3MA04
CLS012106	Q46IV5
CLS012106	Q4VZN4
CLS012106	Q68S07
CLS012106	Q6B8U7
CLS012106	Q70Y04
CLS012106	Q7V511
CLS012106	Q85FM0
CLS012106	Q85WX0
CLS012106	Q9MTN7
CLS012106	Q9MUR7
CLS012106	Q9R6T9
CLS012106	Q9RC07
CLS012106	Q9RDV0
CLS012107	Q9RFD5
CLS012108	Q9RN02
CLS012109	Q9RN18
CLS012110	Q9RPY1
CLS012111	Q1R7N8
CLS012111	Q32CB6
CLS012111	Q57KE0
CLS012111	Q5LIN8
CLS012111	Q5PEK9
CLS012111	Q64ZS4
CLS012111	Q7MJI2
CLS012111	Q8Z429
CLS012111	Q8ZMC6
CLS012111	Q9RQ13
CLS012112	Q89AP7
CLS012112	Q9RQ65
CLS012113	Q9RQI5
CLS012114	Q9RQJ2
CLS012115	Q9RQQ9
CLS012116	Q9RRB6
CLS012117	Q9RRH3
CLS012118	Q9RRX5
CLS012119	Q1MPL7
CLS012119	Q2IQ01
CLS012119	Q2NJ06
CLS012119	Q64N73
CLS012119	Q6YQX2
CLS012119	Q72JJ8
CLS012119	Q74CS9
CLS012119	Q7MW79
CLS012119	Q8KBY3
CLS012119	Q9RSR1
CLS012119	Q9ZAE1
CLS012120	Q9RTB7
CLS012121	Q9RTG5
CLS012122	Q9RTR0
CLS012123	Q9RUA9
CLS012124	Q9RUF3
CLS012125	Q9RV23
CLS012126	Q1J119
CLS012126	Q9RW01
CLS012127	Q9RWR5
CLS012128	Q9RX08
CLS012129	Q5HGF5
CLS012129	Q5HPR5
CLS012129	Q6G9T7
CLS012129	Q8CMM5
CLS012129	Q8XJS8
CLS012129	Q9PLI7
CLS012129	Q9RXB5
CLS012129	Q9Z726
CLS012130	Q9RXE1
CLS012131	Q9RXG4
CLS012132	Q9RXR4
CLS012133	Q9RYG9
CLS012134	Q9RYL9
CLS012135	Q9RZA4
CLS012136	Q9S142
CLS012137	Q3Z585
CLS012137	Q742Z1
CLS012137	Q8X680
CLS012137	Q9S158
CLS012138	Q9S1E4
CLS012139	Q9S1G2
CLS012140	Q9S1H0
CLS012141	Q9S1N4
CLS012142	Q9S2C0
CLS012143	Q9S2C8
CLS012144	Q9S3Q0
CLS012145	Q9S4P4
CLS012146	Q9S597
CLS012147	Q72Q29
CLS012147	Q8F641
CLS012147	Q9S5X0
CLS012148	Q9S702
CLS012149	Q9S745
CLS012150	Q9S746
CLS012151	Q9S793
CLS012152	Q9S7B5
CLS012153	Q9S7D9
CLS012154	Q9S7P3
CLS012155	Q9S7Q2
CLS012156	Q9S7T7
CLS012157	Q41107
CLS012157	Q9FYV1
CLS012157	Q9LX12
CLS012157	Q9S7U0
CLS012158	Q9S823
CLS012159	Q9S9M2
CLS012160	Q8L7Z0
CLS012160	Q8RWS9
CLS012160	Q9LEQ3
CLS012160	Q9S9N5
CLS012160	Q9SJA4
CLS012160	Q9SL29
CLS012160	Q9SU64
CLS012161	Q653V6
CLS012161	Q9S9N8
CLS012162	Q9S9P3
CLS012162	Q9SAI1
CLS012163	Q9S9U3
CLS012164	Q9S9Z0
CLS012165	Q9SA65
CLS012166	Q9SA69
CLS012167	Q8R070
CLS012167	Q9C5L3
CLS012167	Q9SA71
CLS012168	Q9SA76
CLS012169	Q9SA86
CLS012170	Q9SA91
CLS012171	Q9SAA6
CLS012172	Q9SAB1
CLS012173	Q8L751
CLS012173	Q9SAF0
CLS012173	Q9SU36
CLS012174	Q9SAF6
CLS012175	Q9SAH2
CLS012176	Q9SAJ5
CLS012177	Q3MSM3
CLS012177	Q3MSM4
CLS012177	Q6A2H1
CLS012177	Q8BWF0
CLS012177	Q9SAK4
CLS012178	Q9SAK7
CLS012179	Q9SA37
CLS012179	Q9SAK8
CLS012180	Q9SBQ9
CLS012181	Q9SCJ4
CLS012182	Q9SCK0
CLS012183	Q9SCQ2
CLS012184	Q9SCT2
CLS012185	Q9SCT4
CLS012186	Q5Z7L0
CLS012186	Q6Z6K4
CLS012186	Q6ZJJ0
CLS012186	Q8GX69
CLS012186	Q8W0A1
CLS012186	Q9C6W4
CLS012186	Q9FFN4
CLS012186	Q9FN08
CLS012186	Q9SCU8
CLS012186	Q9SCV0
CLS012187	Q9SCX6
CLS012187	Q9SCX7
CLS012187	Q9XGM3
CLS012188	Q9SD00
CLS012189	Q9SD34
CLS012190	Q9SD76
CLS012191	Q652N5
CLS012191	Q9SDI4
CLS012192	Q9SE60
CLS012192	Q9SE94
CLS012193	Q8S0F0
CLS012193	Q9SE97
CLS012194	Q9SEX2
CLS012195	Q9SEY5
CLS012196	Q9SF12
CLS012197	Q9SF47
CLS012198	Q9SFB0
CLS012199	Q9M1K2
CLS012199	Q9SFB8
CLS012200	Q9CAP9
CLS012200	Q9SFF4
CLS012201	Q9SFU0
CLS012202	Q9SFV9
CLS012203	Q9SFW8
CLS012204	Q9SG02
CLS012205	Q9SG86
CLS012206	Q550D2
CLS012206	Q9SGE9
CLS012207	Q9SGH2
CLS012208	Q9SGP2
CLS012209	Q9SGQ6
CLS012210	Q9SGY7
CLS012211	Q9SGZ5
CLS012212	Q9C8T7
CLS012212	Q9CAN5
CLS012212	Q9CAN6
CLS012212	Q9SH26
CLS012212	Q9SXD8
CLS012213	Q9SH30
CLS012214	Q9SH71
CLS012215	Q9FZ57
CLS012215	Q9SHG0
CLS012215	Q9T079
CLS012216	Q84MA5
CLS012216	Q9SHH0
CLS012217	Q17WQ8
CLS012217	Q1CUA6
CLS012217	Q6MMS6
CLS012217	Q9SHI1
CLS012217	Q9ZM46
CLS012218	Q9SHI2
CLS012219	Q9SHJ5
CLS012220	Q9SHS7
CLS012220	Q9SJF0
CLS012221	Q9SHS8
CLS012222	Q9FIV6
CLS012222	Q9SHZ1
CLS012223	Q9SI52
CLS012224	Q9SI85
CLS012225	Q23500
CLS012225	Q42560
CLS012225	Q4UK20
CLS012225	Q5HG69
CLS012225	Q63270
CLS012225	Q68VV0
CLS012225	Q92G90
CLS012225	Q94A28
CLS012225	Q9SIB9
CLS012226	Q9SII8
CLS012227	Q9FJY7
CLS012227	Q9SIL5
CLS012228	Q9SIT1
CLS012229	Q9SIT6
CLS012230	Q9SIT7
CLS012231	Q5R9I6
CLS012231	Q6XJG8
CLS012231	Q9SIV2
CLS012232	Q9SIV5
CLS012233	Q9LYN3
CLS012233	Q9SIZ3
CLS012234	Q9SIZ8
CLS012235	Q9SJ73
CLS012236	Q9SJD4
CLS012237	Q9SJE1
CLS012238	Q9SJH7
CLS012239	Q9FF46
CLS012239	Q9SJK6
CLS012240	Q9SJQ1
CLS012241	Q9SJT0
CLS012242	Q8W5R5
CLS012242	Q8W5R6
CLS012242	Q9SJU0
CLS012243	Q9SJZ3
CLS012244	Q9SK28
CLS012245	Q9SK50
CLS012246	Q8VYD4
CLS012246	Q9SKA9
CLS012247	Q84RR0
CLS012247	Q8L829
CLS012247	Q9SKC2
CLS012247	Q9SKC3
CLS012247	Q9SKC4
CLS012248	Q9SKD7
CLS012249	Q6YZ49
CLS012249	Q9SKI4
CLS012250	Q9SKK0
CLS012251	Q9SKN1
CLS012252	Q1JPL4
CLS012252	Q94BV7
CLS012252	Q9SKT7
CLS012253	Q9SKX0
CLS012254	Q9SKZ5
CLS012255	Q9SLD2
CLS012256	Q70CT4
CLS012256	Q9SLI6
CLS012257	Q5QIT3
CLS012257	Q9SLI8
CLS012257	Q9XGR4
CLS012258	Q9SLX0
CLS012259	Q9SLZ4
CLS012260	Q9FZL3
CLS012260	Q9FZL4
CLS012260	Q9SM44
CLS012261	Q9SMJ3
CLS012262	Q9M4G5
CLS012262	Q9SMM0
CLS012263	Q9SMT7
CLS012264	Q9SMV7
CLS012265	Q9SMX9
CLS012266	Q9SMY6
CLS012267	Q9SMZ4
CLS012268	Q66GP0
CLS012268	Q9SN21
CLS012269	Q9SN39
CLS012270	Q9SN85
CLS012271	Q54PK4
CLS012271	Q8CG48
CLS012271	Q9C5Y4
CLS012271	Q9SN90
CLS012272	Q9SNB7
CLS012273	Q9SNB9
CLS012274	Q5VRH9
CLS012274	Q8GUG9
CLS012274	Q9C9A6
CLS012274	Q9SNC6
CLS012274	Q9ZV31
CLS012275	Q43075
CLS012275	Q9SNN0
CLS012276	Q8BZF8
CLS012276	Q9D0F9
CLS012276	Q9M4G4
CLS012276	Q9SGC1
CLS012276	Q9SNX2
CLS012277	Q9SPN0
CLS012277	Q9SPN1
CLS012278	Q9SPU7
CLS012279	Q9SQR5
CLS012280	Q9SQV1
CLS012281	Q9SQZ0
CLS012282	Q9SR00
CLS012283	Q9SR01
CLS012284	Q9SR52
CLS012285	Q9SJQ6
CLS012285	Q9SR66
CLS012286	Q9SR71
CLS012287	Q9SR82
CLS012288	Q9SRH9
CLS012289	Q9SRK7
CLS012290	Q9SRL4
CLS012291	Q9SRQ1
CLS012292	Q9SRQ5
CLS012293	Q9SRR2
CLS012294	Q69L19
CLS012294	Q6AU53
CLS012294	Q7PC70
CLS012294	Q9LJP4
CLS012294	Q9SB75
CLS012294	Q9SRT3
CLS012295	Q9LFU5
CLS012295	Q9SRU7
CLS012296	Q9SRZ0
CLS012297	Q9C5E7
CLS012297	Q9SS47
CLS012297	Q9ZW02
CLS012297	Q9ZW07
CLS012298	Q9SS83
CLS012299	Q9SS87
CLS012300	Q9SS97
CLS012301	Q9SSM2
CLS012302	Q9SSQ4
CLS012303	Q38882
